"","FID1","IID1","FID2","IID2","NSNP","HETHET","IBS0","KINSHIP"
"707",0,"Y27M",0,"E18F",1175078,0.0552457,0.0200565,0.0328444
"708",0,"Y27M",0,"E19M",1114832,0.0460285,0.0328247,-0.0927474
"709",0,"Y27M",0,"E24M",1173583,0.0464986,0.0346477,-0.0928944
"710",0,"Y27M",0,"E25F",1108317,0.0476804,0.0287977,-0.0464254
"711",0,"Y27M",0,"E27M",1037062,0.0554923,0.0267303,-0.0271871
"712",0,"Y27M",0,"E28F",1106276,0.0602851,0.0124779,0.126008
"713",0,"Y27M",0,"E29M",1172618,0.0595667,0.0103231,0.147818
"714",0,"Y27M",0,"E30M",1162429,0.0526174,0.0248738,-0.0216692
"715",0,"Y27M",0,"E31M",1179623,0.0443557,0.0310252,-0.0762505
"716",0,"Y27M",0,"E32M",1128983,0.0508502,0.0222395,0.0224359
"717",0,"Y27M",0,"E33M",923402,0.0553778,0.024961,-0.00831132
"718",0,"Y27M",0,"E34M",1174553,0.0467003,0.0293005,-0.0529704
"719",0,"Y27M",0,"E35M",1182140,0.0579153,0.0140762,0.0656012
"720",0,"Y27M",0,"E36F",1121456,0.0449835,0.0260171,-0.0310616
"721",0,"Y27M",0,"E37F",1175120,0.0409218,0.0307109,-0.181284
"722",0,"Y27M",0,"LAO01M",1178897,0.0436976,0.0571169,-0.308722
"723",0,"Y27M",0,"LAO03M",1137355,0.0349724,0.0889485,-0.644439
"724",0,"Y27M",0,"LAO06M",1174595,0.0370136,0.064068,-0.421147
"725",0,"Y27M",0,"LO01F",1175005,0.0583368,0.0179012,0.0252401
"726",0,"Y27M",0,"LO03M",1156035,0.0579792,0.00677834,0.170485
"727",0,"Y27M",0,"LO04M",1164693,0.0429384,0.0563848,-0.311937
"728",0,"Y27M",0,"OF289",1139109,0.0531679,0.048976,-0.268288
"729",0,"Y27M",0,"OF304",1159057,0.0517757,0.0437951,-0.228545
"730",0,"Y27M",0,"OM258",983727,0.0459223,0.0451934,-0.21316
"731",0,"Y27M",0,"OM270",1131755,0.0548078,0.0520192,-0.294782
"732",0,"Y27M",0,"OM274",1158461,0.0496357,0.0425591,-0.207837
"733",0,"Y27M",0,"OM276",1167848,0.0488471,0.0415593,-0.171557
"734",0,"Y27M",0,"OM279",1105068,0.0450352,0.0400392,-0.17598
"735",0,"Y27M",0,"OM283",1153727,0.0360363,0.0555825,-0.357567
"736",0,"Y27M",0,"OM290",1131386,0.0448901,0.0462459,-0.215135
"737",0,"Y27M",0,"OM292",1087085,0.0437353,0.0496217,-0.237699
"738",0,"Y27M",0,"OM301",1148144,0.0516852,0.0468748,-0.247649
"739",0,"Y27M",0,"OM318",1136286,0.0431687,0.0540524,-0.275589
"740",0,"Y27M",0,"OM331",1008582,0.0757767,0.0041137,0.272481
"741",0,"Y27M",0,"Y22F",1030757,0.0527457,0.0184088,0.0628265
"742",0,"Y28M",0,"E10F",1144865,0.0494582,0.0138593,0.079136
"743",0,"Y28M",0,"E13M",1142735,0.0466915,0.032543,-0.0970046
"744",0,"Y28M",0,"E14F",1172495,0.0351763,0.0418083,-0.337146
"745",0,"Y28M",0,"E18F",1166460,0.0533803,0.0207731,0.00766721
"746",0,"Y28M",0,"E19M",1106520,0.0460326,0.0346365,-0.12586
"747",0,"Y28M",0,"E24M",1164920,0.0439034,0.035375,-0.127386
"748",0,"Y28M",0,"E25F",1099932,0.0461629,0.031952,-0.0951272
"749",0,"Y28M",0,"E27M",1028990,0.0522969,0.027768,-0.063449
"750",0,"Y28M",0,"E28F",1097897,0.0541025,0.0166491,0.0577953
"751",0,"Y28M",0,"E29M",1163881,0.0532838,0.014492,0.0801912
"752",0,"Y28M",0,"E30M",1153777,0.0500478,0.0298611,-0.0889518
"753",0,"Y28M",0,"E31M",1170926,0.0436697,0.0321737,-0.0971727
"754",0,"Y28M",0,"E32M",1120442,0.0485924,0.0270884,-0.0401509
"755",0,"Y28M",0,"E33M",916097,0.0520622,0.0230893,-0.019538
"756",0,"Y28M",0,"E34M",1165862,0.0457104,0.0329705,-0.0957226
"757",0,"Y28M",0,"E35M",1173438,0.0548602,0.0218563,-0.0231745
"758",0,"Y28M",0,"E36F",1113248,0.0448355,0.0260876,-0.0420587
"759",0,"Y28M",0,"E37F",1166449,0.039261,0.0332942,-0.201245
"760",0,"Y28M",0,"LAO01M",1170175,0.0444472,0.0603055,-0.361443
"761",0,"Y28M",0,"LAO03M",1128980,0.0367101,0.0922275,-0.652353
"762",0,"Y28M",0,"LAO06M",1165890,0.03861,0.0670158,-0.426639
"763",0,"Y28M",0,"LO01F",1166322,0.0528199,0.0216347,-0.0415174
"764",0,"Y28M",0,"LO03M",1147411,0.0573779,0.01527,0.0915363
"765",0,"Y28M",0,"LO04M",1156042,0.0411655,0.0594338,-0.373852
"766",0,"Y28M",0,"OF289",1130555,0.0521744,0.0515455,-0.320208
"767",0,"Y28M",0,"OF304",1150452,0.0502915,0.0443208,-0.263277
"768",0,"Y28M",0,"OM258",975860,0.0454891,0.046398,-0.249215
"769",0,"Y28M",0,"OM270",1123128,0.055479,0.0553294,-0.348356
"770",0,"Y28M",0,"OM274",1149995,0.0484428,0.0441602,-0.249959
"771",0,"Y28M",0,"OM276",1159207,0.0471917,0.0425713,-0.208801
"772",0,"Y28M",0,"OM279",1096897,0.0437534,0.0426494,-0.224977
"773",0,"Y28M",0,"OM283",1145164,0.0376208,0.0571289,-0.351806
"774",0,"Y28M",0,"OM290",1122965,0.0432231,0.0480086,-0.260836
"775",0,"Y28M",0,"OM292",1078814,0.0448214,0.0540306,-0.295709
"776",0,"Y28M",0,"OM301",1139608,0.0504472,0.0494258,-0.299783
"777",0,"Y28M",0,"OM318",1127743,0.0408143,0.0540309,-0.313017
"778",0,"Y28M",0,"OM331",1000806,0.0546699,0.0114897,0.134457
"779",0,"Y28M",0,"Y22F",1022837,0.0538981,0.0134234,0.106611
"780",0,"Y28M",0,"Y27M",1170446,0.0623591,0.000216157,0.251029
"781",0,"Y29F",0,"E10F",1045289,0.0469679,0.0264176,-0.0486339
"782",0,"Y29F",0,"E13M",1043361,0.0480447,0.0289459,-0.0601222
"783",0,"Y29F",0,"E14F",1070976,0.032871,0.0341716,-0.264841
"784",0,"Y29F",0,"E18F",1065217,0.05658,0.0147031,0.0735662
"785",0,"Y29F",0,"E19M",1009074,0.0455269,0.0308144,-0.0943435
"786",0,"Y29F",0,"E24M",1063962,0.0455185,0.0325134,-0.0951924
"787",0,"Y29F",0,"E25F",1003924,0.0478283,0.0279244,-0.0529329
"788",0,"Y29F",0,"E27M",938191,0.0520043,0.0286807,-0.0724102
"789",0,"Y29F",0,"E28F",1001761,0.0502385,0.0237472,-0.0187184
"790",0,"Y29F",0,"E29M",1063047,0.0477147,0.0263168,-0.0436243
"791",0,"Y29F",0,"E30M",1053677,0.0545689,0.0263193,-0.0391756
"792",0,"Y29F",0,"E31M",1069417,0.0442437,0.0305101,-0.080181
"793",0,"Y29F",0,"E32M",1023080,0.0487684,0.0302665,-0.065983
"794",0,"Y29F",0,"E33M",833809,0.0506423,0.0303883,-0.085333
"795",0,"Y29F",0,"E34M",1064600,0.0451494,0.0294392,-0.0668757
"796",0,"Y29F",0,"E35M",1071977,0.0528967,0.0275351,-0.0798554
"797",0,"Y29F",0,"E36F",1015202,0.0457495,0.0280614,-0.0537485
"798",0,"Y29F",0,"E37F",1065192,0.0378711,0.0379575,-0.256814
"799",0,"Y29F",0,"LAO01M",1068884,0.0437999,0.0558629,-0.324395
"800",0,"Y29F",0,"LAO03M",1030056,0.0374815,0.0866089,-0.597385
"801",0,"Y29F",0,"LAO06M",1065040,0.0369902,0.0667083,-0.430063
"802",0,"Y29F",0,"LO01F",1065049,0.053375,0.0267969,-0.0827489
"803",0,"Y29F",0,"LO03M",1047791,0.0511715,0.0208124,0.0177155
"804",0,"Y29F",0,"LO04M",1055751,0.0411963,0.0565105,-0.346913
"805",0,"Y29F",0,"OF289",1032463,0.0515864,0.0499999,-0.309678
"806",0,"Y29F",0,"OF304",1050626,0.0528932,0.0451217,-0.258404
"807",0,"Y29F",0,"OM258",888812,0.0447035,0.0457442,-0.24549
"808",0,"Y29F",0,"OM270",1025502,0.0540379,0.0482242,-0.293067
"809",0,"Y29F",0,"OM274",1049641,0.0507135,0.0434415,-0.232563
"810",0,"Y29F",0,"OM276",1058747,0.0456936,0.0415161,-0.204555
"811",0,"Y29F",0,"OM279",1000197,0.0447372,0.0431855,-0.224777
"812",0,"Y29F",0,"OM283",1045656,0.0355748,0.0541526,-0.331989
"813",0,"Y29F",0,"OM290",1025079,0.0453877,0.0492421,-0.260886
"814",0,"Y29F",0,"OM292",984203,0.0423947,0.0491809,-0.262379
"815",0,"Y29F",0,"OM301",1040447,0.0500362,0.0434669,-0.250094
"816",0,"Y29F",0,"OM318",1029561,0.0412817,0.0476485,-0.255085
"817",0,"Y29F",0,"OM331",911959,0.0473947,0.0242686,-0.00536461
"818",0,"Y29F",0,"Y22F",931265,0.0475203,0.0159181,0.057355
"819",0,"Y29F",0,"Y27M",1069137,0.0490031,0.0223292,0.00617215
"820",0,"Y29F",0,"Y28M",1061084,0.0464779,0.0270591,-0.0325814
"821",0,"Y30F",0,"E10F",1152872,0.0435738,0.0219677,-0.0281068
"822",0,"Y30F",0,"E13M",1150605,0.0481799,0.0253771,-0.0246375
"823",0,"Y30F",0,"E14F",1180787,0.0344787,0.0404163,-0.33158
"824",0,"Y30F",0,"E18F",1174545,0.0497818,0.025804,-0.0452178
"825",0,"Y30F",0,"E19M",1114703,0.0450784,0.0302978,-0.0867631
"826",0,"Y30F",0,"E24M",1173069,0.048501,0.0323749,-0.0767175
"827",0,"Y30F",0,"E25F",1107743,0.0481863,0.0256188,-0.0276224
"828",0,"Y30F",0,"E27M",1036254,0.0543593,0.0273205,-0.0453511
"829",0,"Y30F",0,"E28F",1105591,0.0496884,0.0237122,-0.0160419
"830",0,"Y30F",0,"E29M",1172175,0.0482061,0.0249724,-0.0257874
"831",0,"Y30F",0,"E30M",1161861,0.0526276,0.0257862,-0.0380197
"832",0,"Y30F",0,"E31M",1179129,0.0463579,0.0297185,-0.0600074
"833",0,"Y30F",0,"E32M",1128359,0.0446773,0.0284466,-0.0628071
"834",0,"Y30F",0,"E33M",922528,0.0500895,0.0304717,-0.0834356
"835",0,"Y30F",0,"E34M",1174180,0.0460679,0.0304391,-0.0667158
"836",0,"Y30F",0,"E35M",1181731,0.0523393,0.0256404,-0.0609326
"837",0,"Y30F",0,"E36F",1121257,0.0433835,0.0337095,-0.107729
"838",0,"Y30F",0,"E37F",1174700,0.0379654,0.0372453,-0.254905
"839",0,"Y30F",0,"LAO01M",1178396,0.0431604,0.0534192,-0.299329
"840",0,"Y30F",0,"LAO03M",1137104,0.0362227,0.0821657,-0.572736
"841",0,"Y30F",0,"LAO06M",1174060,0.0375764,0.0630675,-0.402184
"842",0,"Y30F",0,"LO01F",1174591,0.0570505,0.0244749,-0.0425238
"843",0,"Y30F",0,"LO03M",1155481,0.0540191,0.0185299,0.0534948
"844",0,"Y30F",0,"LO04M",1164146,0.0424869,0.0533181,-0.306943
"845",0,"Y30F",0,"OF289",1138526,0.0527305,0.0439094,-0.245643
"846",0,"Y30F",0,"OF304",1158570,0.0515403,0.0407891,-0.220867
"847",0,"Y30F",0,"OM258",982860,0.0469263,0.0458153,-0.229897
"848",0,"Y30F",0,"OM270",1131136,0.0572115,0.0484451,-0.274242
"849",0,"Y30F",0,"OM274",1158135,0.05231,0.0428171,-0.214265
"850",0,"Y30F",0,"OM276",1167209,0.046696,0.0399157,-0.180859
"851",0,"Y30F",0,"OM279",1105043,0.0473393,0.0429585,-0.205424
"852",0,"Y30F",0,"OM283",1153240,0.0387369,0.0527947,-0.313058
"853",0,"Y30F",0,"OM290",1130840,0.0460339,0.0473896,-0.236161
"854",0,"Y30F",0,"OM292",1086463,0.0410552,0.0479114,-0.251879
"855",0,"Y30F",0,"OM301",1147616,0.0527938,0.0428175,-0.226008
"856",0,"Y30F",0,"OM318",1135692,0.0426454,0.049067,-0.255283
"857",0,"Y30F",0,"OM331",1008072,0.0480204,0.0229914,0.0043213
"858",0,"Y30F",0,"Y22F",1030788,0.0515402,0.0136439,0.0974952
"859",0,"Y30F",0,"Y27M",1178691,0.0505247,0.0187496,0.0465946
"860",0,"Y30F",0,"Y28M",1169982,0.0465101,0.0230166,-0.00215
"861",0,"Y30F",0,"Y29F",1068476,0.0597954,0.000301364,0.247553
"862",0,"Y31F",0,"E10F",1092993,0.0514688,0.0162398,0.0682062
"863",0,"Y31F",0,"E13M",1090971,0.0475256,0.0296653,-0.0716528
"864",0,"Y31F",0,"E14F",1119642,0.0315806,0.0408925,-0.343709
"865",0,"Y31F",0,"E18F",1113678,0.0510677,0.0249902,-0.0406546
"866",0,"Y31F",0,"E19M",1055743,0.0446738,0.0341229,-0.130183
"867",0,"Y31F",0,"E24M",1112310,0.0473672,0.0340984,-0.104288
"868",0,"Y31F",0,"E25F",1050069,0.0472883,0.0295495,-0.0725722
"869",0,"Y31F",0,"E27M",981614,0.053299,0.0287231,-0.0704431
"870",0,"Y31F",0,"E28F",1047874,0.052282,0.019886,0.0201028
"871",0,"Y31F",0,"E29M",1111446,0.052644,0.016421,0.0591814
"872",0,"Y31F",0,"E30M",1101711,0.0491417,0.025533,-0.0587002
"873",0,"Y31F",0,"E31M",1117997,0.0436227,0.0296861,-0.0790349
"874",0,"Y31F",0,"E32M",1069634,0.0449397,0.0262931,-0.0510601
"875",0,"Y31F",0,"E33M",873426,0.0495131,0.0274391,-0.0683455
"876",0,"Y31F",0,"E34M",1113248,0.0445354,0.0332918,-0.106135
"877",0,"Y31F",0,"E35M",1120476,0.0535746,0.0231464,-0.0424311
"878",0,"Y31F",0,"E36F",1062066,0.0426075,0.0304473,-0.0917179
"879",0,"Y31F",0,"E37F",1113615,0.0360349,0.0330464,-0.212379
"880",0,"Y31F",0,"LAO01M",1117480,0.043182,0.0578444,-0.350266
"881",0,"Y31F",0,"LAO03M",1077281,0.0329338,0.0871398,-0.621551
"882",0,"Y31F",0,"LAO06M",1113374,0.0361047,0.0654605,-0.420733
"883",0,"Y31F",0,"LO01F",1113514,0.0568201,0.0215318,-0.0265464
"884",0,"Y31F",0,"LO03M",1095635,0.0522866,0.0121838,0.0940919
"885",0,"Y31F",0,"LO04M",1103722,0.0420486,0.0565342,-0.350406
"886",0,"Y31F",0,"OF289",1079421,0.0513757,0.0478053,-0.297981
"887",0,"Y31F",0,"OF304",1098466,0.0505414,0.0444383,-0.267935
"888",0,"Y31F",0,"OM258",930620,0.0454482,0.0486826,-0.273452
"889",0,"Y31F",0,"OM270",1072276,0.0553831,0.0535524,-0.339288
"890",0,"Y31F",0,"OM274",1097704,0.0490424,0.043202,-0.242966
"891",0,"Y31F",0,"OM276",1106687,0.0478853,0.04427,-0.224304
"892",0,"Y31F",0,"OM279",1046277,0.0460136,0.0438698,-0.231077
"893",0,"Y31F",0,"OM283",1093359,0.0349208,0.0565715,-0.35437
"894",0,"Y31F",0,"OM290",1071923,0.0444883,0.0483253,-0.262134
"895",0,"Y31F",0,"OM292",1029516,0.0412679,0.0505529,-0.285652
"896",0,"Y31F",0,"OM301",1087904,0.0518722,0.0471972,-0.279624
"897",0,"Y31F",0,"OM318",1076426,0.0416963,0.0530199,-0.305338
"898",0,"Y31F",0,"OM331",954386,0.0515085,0.0144334,0.0943124
"899",0,"Y31F",0,"Y22F",974937,0.0485067,0.0182966,0.0390355
"900",0,"Y31F",0,"Y27M",1117703,0.0630803,0.000317616,0.252109
"901",0,"Y31F",0,"Y28M",1109345,0.04741,0.0130113,0.0892578
"902",0,"Y31F",0,"Y29F",1012416,0.050662,0.0148309,0.0872249
"903",0,"Y31F",0,"Y30F",1117124,0.0638166,0.000267652,0.265309
"904",0,"Y32F",0,"E10F",1151953,0.0473075,0.0246356,-0.0584873
"905",0,"Y32F",0,"E13M",1149698,0.0494078,0.0254554,-0.0128512
"906",0,"Y32F",0,"E14F",1179851,0.0384006,0.0305284,-0.228677
"907",0,"Y32F",0,"E18F",1173714,0.0578054,0.0177156,0.0714666
"908",0,"Y32F",0,"E19M",1113713,0.0502418,0.0264269,-0.0102239
"909",0,"Y32F",0,"E24M",1172138,0.0503652,0.0289676,-0.0428455
"910",0,"Y32F",0,"E25F",1106921,0.0538593,0.0210214,0.0411193
"911",0,"Y32F",0,"E27M",1035480,0.0572691,0.02362,0.0169695
"912",0,"Y32F",0,"E28F",1104750,0.0579606,0.0159719,0.0959904
"913",0,"Y32F",0,"E29M",1171174,0.0562939,0.0156672,0.0951652
"914",0,"Y32F",0,"E30M",1160934,0.0573194,0.021748,0.0334596
"915",0,"Y32F",0,"E31M",1178291,0.0479084,0.0293349,-0.060846
"916",0,"Y32F",0,"E32M",1127470,0.0535491,0.0205611,0.0409197
"917",0,"Y32F",0,"E33M",922079,0.0635466,0.0137103,0.12199
"918",0,"Y32F",0,"E34M",1173177,0.0520569,0.0206968,0.0276896
"919",0,"Y32F",0,"E35M",1180787,0.0574837,0.026191,-0.0211182
"920",0,"Y32F",0,"E36F",1120345,0.0554213,0.0215255,0.035919
"921",0,"Y32F",0,"E37F",1173798,0.0442555,0.0258332,-0.128595
"922",0,"Y32F",0,"LAO01M",1177486,0.047277,0.0554554,-0.256134
"923",0,"Y32F",0,"LAO03M",1136077,0.0382967,0.0834213,-0.596831
"924",0,"Y32F",0,"LAO06M",1173220,0.0379844,0.0617233,-0.410379
"925",0,"Y32F",0,"LO01F",1173685,0.0609917,0.0259047,-0.0157844
"926",0,"Y32F",0,"LO03M",1154513,0.0567729,0.0211968,0.0534954
"927",0,"Y32F",0,"LO04M",1163267,0.0482039,0.0567187,-0.268476
"928",0,"Y32F",0,"OF289",1137742,0.0561674,0.0490674,-0.234449
"929",0,"Y32F",0,"OF304",1157749,0.0558523,0.0403516,-0.163519
"930",0,"Y32F",0,"OM258",982039,0.0514521,0.0441388,-0.162171
"931",0,"Y32F",0,"OM270",1130300,0.058949,0.0484951,-0.226997
"932",0,"Y32F",0,"OM274",1157254,0.054676,0.0406281,-0.151831
"933",0,"Y32F",0,"OM276",1166458,0.0506825,0.0414511,-0.143731
"934",0,"Y32F",0,"OM279",1103948,0.0483827,0.0422855,-0.160493
"935",0,"Y32F",0,"OM283",1152343,0.0399057,0.0494792,-0.300725
"936",0,"Y32F",0,"OM290",1129980,0.0484672,0.0470575,-0.186143
"937",0,"Y32F",0,"OM292",1085736,0.0476405,0.0500647,-0.203539
"938",0,"Y32F",0,"OM301",1146838,0.0565102,0.0421786,-0.16957
"939",0,"Y32F",0,"OM318",1134837,0.0480051,0.0485929,-0.191252
"940",0,"Y32F",0,"OM331",1007287,0.050495,0.0224574,-0.00166555
"941",0,"Y32F",0,"Y22F",1029725,0.061868,0.000147612,0.241732
"942",0,"Y32F",0,"Y27M",1177727,0.0514517,0.0194536,0.0387527
"943",0,"Y32F",0,"Y28M",1169063,0.0539783,0.0190854,0.041621
"944",0,"Y32F",0,"Y29F",1067685,0.0497085,0.0202635,0.0134752
"945",0,"Y32F",0,"Y30F",1177304,0.0513342,0.0184022,0.0401925
"946",0,"Y32F",0,"Y31F",1116325,0.0497991,0.0204161,0.0103984
